seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	relSummit	TSS_intersect	VistaLimb_intersect	H3K27Ac_intersect	category
chr1	23989002	23989002	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_174a	40	3.93154	6.77496	4.08748	92	FALSE	FALSE	FALSE	
chr1	24050820	24050820	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_175	445	12.6195	48.3585	44.5527	144	FALSE	FALSE	FALSE	
chr1	24142424	24142424	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_176	711	15.8978	75.2852	71.1388	166	FALSE	FALSE	TRUE	H3K27Ac
chr1	24196315	24196315	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_177	819	15.3443	86.1708	81.9101	323	FALSE	FALSE	TRUE	H3K27Ac
chr1	24240293	24240293	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_178a	490	10.7064	52.9445	49.0728	328	FALSE	FALSE	FALSE	
chr1	24286528	24286528	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_179	142	6.60248	17.4263	14.2602	176	FALSE	FALSE	FALSE	
chr1	24310454	24310454	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_180	197	8.06787	23.0989	19.7761	257	FALSE	FALSE	FALSE	
chr1	24678660	24678660	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_184	40	3.93154	6.77496	4.08748	160	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	25606549	25606549	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_187	295	10.566	33.1381	29.5901	148	FALSE	FALSE	FALSE	
chr1	25787686	25787686	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_188	70	4.91443	9.90942	7.03251	285	FALSE	FALSE	FALSE	
chr1	26411520	26411520	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_189	188	8.10881	22.1569	18.8565	142	FALSE	FALSE	FALSE	
chr1	29690930	29690930	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_198	112	6.14304	14.2923	11.2294	147	FALSE	FALSE	FALSE	
chr1	30537360	30537360	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_201b	48	3.61765	7.61907	4.87537	380	FALSE	FALSE	TRUE	H3K27Ac
chr1	31149736	31149736	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_207	653	15.4348	69.3806	65.3036	272	FALSE	FALSE	TRUE	H3K27Ac
chr1	31794056	31794056	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_209	40	3.93154	6.77496	4.08748	134	FALSE	FALSE	TRUE	H3K27Ac
chr1	32930556	32930556	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_211	103	5.89732	13.3791	10.3504	138	FALSE	FALSE	FALSE	
chr1	33024361	33024361	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_213	143	6.44912	17.516	14.3475	158	FALSE	FALSE	FALSE	
chr1	33025662	33025662	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_214	128	5.95583	15.9346	12.8187	112	FALSE	FALSE	FALSE	
chr1	33465575	33465575	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_218	179	7.4424	21.1892	17.9147	212	FALSE	FALSE	FALSE	
chr1	34236219	34236219	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_224	136	6.72183	16.7964	13.6516	183	TRUE	FALSE	FALSE	TSS
chr1	34409729	34409729	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_225	128	6.53335	15.9566	12.84	180	FALSE	FALSE	FALSE	
chr1	34779811	34779811	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_230	194	8.13013	22.7191	19.4052	189	FALSE	FALSE	FALSE	
chr1	35668413	35668413	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_234	94	5.6516	12.4835	9.49021	193	FALSE	FALSE	FALSE	
chr1	36557362	36557362	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_244	67	4.08885	9.59811	6.74515	433	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	36558330	36558330	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_245	61	3.93059	8.91818	6.1045	202	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	36586433	36586433	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_246	102	5.18628	13.31	10.2904	231	FALSE	FALSE	TRUE	H3K27Ac
chr1	36723882	36723882	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_250	88	5.16058	11.8132	8.85041	201	FALSE	FALSE	TRUE	H3K27Ac
chr1	36861039	36861039	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_251	78	5.16015	10.7478	7.83055	93	FALSE	FALSE	TRUE	H3K27Ac
chr1	36937876	36937876	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_252	217	7.27749	25.1504	21.7769	135	FALSE	FALSE	TRUE	H3K27Ac
chr1	37045654	37045654	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_255	234	9.05102	26.8829	23.4684	192	FALSE	FALSE	TRUE	H3K27Ac
chr1	37698447	37698447	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_261	236	8.63149	27.0334	23.6158	160	FALSE	FALSE	TRUE	H3K27Ac
chr1	37720898	37720898	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_262	105	5.78469	13.5401	10.5067	279	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	38130091	38130091	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_267	612	12.2687	65.2951	61.2655	491	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	38217266	38217266	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_268	67	4.59678	9.57992	6.72758	118	FALSE	FALSE	TRUE	H3K27Ac
chr1	38248228	38248228	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_270	103	5.54164	13.3974	10.3682	155	FALSE	FALSE	FALSE	
chr1	38395344	38395344	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_272	307	8.88726	34.3083	30.7376	498	FALSE	FALSE	TRUE	H3K27Ac
chr1	38436784	38436784	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_275	204	6.77763	23.7465	20.4064	228	FALSE	FALSE	TRUE	H3K27Ac
chr1	38511241	38511241	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_281	125	4.7763	15.6451	12.5379	130	FALSE	FALSE	TRUE	H3K27Ac
chr1	38512339	38512339	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_282a	99	4.25414	12.9923	9.98329	164	FALSE	FALSE	TRUE	H3K27Ac
chr1	38512659	38512659	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_282b	100	4.28843	13.1037	10.0909	484	FALSE	FALSE	TRUE	H3K27Ac
chr1	38513052	38513052	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_282c	152	5.20378	18.4626	15.2655	877	FALSE	FALSE	TRUE	H3K27Ac
chr1	38607124	38607124	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_283	104	5.77371	13.5166	10.4839	145	FALSE	FALSE	TRUE	H3K27Ac
chr1	38632062	38632062	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_284	1112	12.8144	115.761	111.239	352	FALSE	FALSE	FALSE	
chr1	38642526	38642526	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_285a	113	5.66041	14.4406	11.3735	216	FALSE	FALSE	TRUE	H3K27Ac
chr1	38642689	38642689	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_285b	88	5.02056	11.8515	8.88745	379	FALSE	FALSE	TRUE	H3K27Ac
chr1	38642786	38642786	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_285c	104	5.40436	13.4621	10.4311	476	FALSE	FALSE	TRUE	H3K27Ac
chr1	38659530	38659530	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_286	468	10.3923	50.6745	46.835	189	FALSE	FALSE	TRUE	H3K27Ac
chr1	38661654	38661654	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_287	244	7.23572	27.9329	24.4947	173	FALSE	FALSE	TRUE	H3K27Ac
chr1	38696013	38696013	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_288	247	8.67814	28.234	24.7894	111	FALSE	FALSE	FALSE	
chr1	38757978	38757978	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_289	602	11.9428	64.217	60.2009	339	FALSE	FALSE	TRUE	H3K27Ac
chr1	38760560	38760560	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_290	249	6.93749	28.4151	24.9667	144	FALSE	FALSE	TRUE	H3K27Ac
chr1	38767095	38767095	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_291	314	9.1575	35.0533	31.4691	182	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	38866407	38866407	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_294	462	13.3472	50.0914	46.2603	249	FALSE	FALSE	TRUE	H3K27Ac
chr1	39577441	39577441	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_298	42	3.88919	6.95412	4.25881	305	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	39605968	39605968	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_299	189	7.27428	22.2445	18.9421	249	FALSE	FALSE	FALSE	
chr1	39702981	39702981	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_301	415	10.9163	45.3059	41.5464	235	FALSE	FALSE	TRUE	H3K27Ac
chr1	39868167	39868167	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_302	250	9.02338	28.4973	25.047	142	FALSE	FALSE	TRUE	H3K27Ac
chr1	40243810	40243810	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_305	729	16.8914	77.0899	72.924	222	FALSE	FALSE	FALSE	
chr1	40353098	40353098	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_306	180	7.50998	21.343	18.0647	148	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	40631437	40631437	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_308	136	6.53615	16.8378	13.6919	172	FALSE	FALSE	FALSE	
chr1	41034847	41034847	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_310	111	5.89276	14.1703	11.1176	179	FALSE	FALSE	TRUE	H3K27Ac
chr1	41128271	41128271	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_311	78	4.98618	10.7367	7.8293	114	FALSE	FALSE	FALSE	
chr1	41272236	41272236	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_312a	80	4.18084	10.9976	8.07167	118	FALSE	FALSE	TRUE	H3K27Ac
chr1	41272475	41272475	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_312b	75	4.1048	10.4953	7.5974	357	FALSE	FALSE	TRUE	H3K27Ac
chr1	41275277	41275277	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_313	307	8.1702	34.3693	30.7975	245	FALSE	TRUE	TRUE	VistaLimb&H3K27Ac
chr1	41359239	41359239	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_315	161	7.26983	19.359	16.1355	120	FALSE	FALSE	FALSE	
chr1	41389735	41389735	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_316	67	4.78243	9.64335	6.78856	115	FALSE	FALSE	TRUE	H3K27Ac
chr1	41611026	41611026	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_317	273	9.05195	30.8114	27.3116	298	FALSE	FALSE	FALSE	
chr1	41652482	41652482	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_318	834	15.8441	87.7315	83.4558	397	FALSE	FALSE	FALSE	
chr1	41984331	41984331	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_326	112	6.14304	14.2923	11.2294	153	FALSE	FALSE	FALSE	
chr1	42163979	42163979	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_330b	240	9.33742	27.5068	24.0774	513	FALSE	FALSE	FALSE	
chr1	42233484	42233484	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_332	354	10.22	39.0701	35.4144	293	FALSE	FALSE	FALSE	
chr1	42241553	42241553	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_333	108	5.94298	13.8752	10.8316	134	FALSE	FALSE	FALSE	
chr1	42473088	42473088	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_335	121	6.38876	15.2223	12.1264	136	FALSE	FALSE	FALSE	
chr1	42540279	42540279	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_336	628	12.5622	66.9434	62.8945	488	FALSE	FALSE	TRUE	H3K27Ac
chr1	43045814	43045814	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_346	147	7.05944	17.9671	14.7863	165	FALSE	FALSE	FALSE	
chr1	43163299	43163299	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_348	55	4.42299	8.29613	5.50755	98	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	43399308	43399308	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_351	305	9.67141	34.0729	30.5072	175	FALSE	FALSE	TRUE	H3K27Ac
chr1	43445305	43445305	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_353	228	7.32056	26.2416	22.8424	160	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	43475217	43475217	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_354	178	7.86309	21.1242	17.8513	197	FALSE	FALSE	TRUE	H3K27Ac
chr1	43595373	43595373	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_356	367	10.2632	40.4088	36.73	265	FALSE	FALSE	FALSE	
chr1	43788919	43788919	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_357	121	6.38876	15.2223	12.1264	122	FALSE	FALSE	FALSE	
chr1	44102363	44102363	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_361	62	4.66871	9.09184	6.25789	125	TRUE	FALSE	TRUE	TSS&H3K27Ac
chr1	44567511	44567511	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_365	103	5.89732	13.3791	10.3504	243	FALSE	FALSE	FALSE	
chr1	44679188	44679188	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_369a	252	7.49037	28.7013	25.2456	273	FALSE	FALSE	TRUE	H3K27Ac
chr1	44679521	44679521	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_369b	555	11.9384	59.4716	55.5155	606	FALSE	FALSE	TRUE	H3K27Ac
chr1	44849541	44849541	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_370	634	14.4566	67.5326	63.4766	245	FALSE	FALSE	TRUE	H3K27Ac
chr1	44878665	44878665	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_371	181	7.53736	21.4051	18.1255	187	FALSE	FALSE	TRUE	H3K27Ac
chr1	44940421	44940421	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_372	93	5.57654	12.3295	9.34947	171	FALSE	FALSE	FALSE	
chr1	45116957	45116957	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_375	244	8.53317	27.8824	24.4452	161	FALSE	FALSE	FALSE	
chr1	45256433	45256433	1	*	b-Catenin_FL_E10.5+DMSO+6h_macs_peak_376	86	5.40587	11.6062	8.64997	121	FALSE	FALSE	FALSE	
