category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
GO:0001707	0.000733010014110995	0.999947362091321	4	37	mesoderm formation	BP
GO:0048839	0.00073628268069161	0.999921565099287	5	62	inner ear development	BP
GO:0003257	0.000791007840359514	0.999993898673247	2	4	NA	NA
GO:0007507	0.000793040713737078	0.999805785227482	10	262	heart development	BP
GO:0033563	0.000799050243051994	0.999993804922553	2	4	dorsal/ventral axon guidance	BP
GO:0030917	0.000807149983726372	0.999993710015888	2	4	midbrain-hindbrain boundary development	BP
GO:0060684	0.000845917504724589	0.999993249064545	2	4	epithelial-mesenchymal cell signaling	BP
GO:0060348	0.000876204283441465	0.99990261447495	5	67	bone development	BP
GO:0060442	0.000881879866209604	0.99999281170893	2	4	branching involved in prostate gland morphogenesis	BP
GO:0042481	0.000889153737936991	0.999992722123335	2	4	regulation of odontogenesis	BP
GO:0021904	0.000912500603103554	0.999963619450614	3	17	dorsal/ventral neural tube patterning	BP
GO:0007411	0.00100675597897851	0.999793016861029	8	175	axon guidance	BP
GO:1902462	0.00105906094943315	0.999989005122151	2	5	positive regulation of mesenchymal stem cell proliferation	BP
GO:0001658	0.00110388362522999	0.999910847863443	4	41	branching involved in ureteric bud morphogenesis	BP
GO:0010628	0.00117167601358559	0.999613142557449	14	496	positive regulation of gene expression	BP
GO:0061035	0.00117541750226051	0.999987133293676	2	5	regulation of cartilage development	BP
GO:0021940	0.00117942962860161	0.999987066988996	2	5	positive regulation of cerebellar granule cell precursor proliferation	BP
GO:0043066	0.00128438911055105	0.999552956756313	15	569	negative regulation of apoptotic process	BP
GO:0060438	0.00130032127986547	0.99998501581349	2	5	trachea development	BP
GO:0030324	0.00138628082865531	0.999780890649534	6	111	lung development	BP
GO:0021871	0.00140918608762055	0.999983082936969	2	5	forebrain regionalization	BP
GO:0060662	0.00144071993851912	0.999982508345487	2	5	salivary gland cavitation	BP
GO:0048286	0.0015065823988947	0.999866841557488	4	45	lung alveolus development	BP
GO:0090190	0.00150950758947195	0.999926325199536	3	21	positive regulation of branching involved in ureteric bud morphogenesis	BP
GO:0008652	0.00157046268346227	0.999921216438861	3	24	amino acid biosynthetic process	BP
GO:0048706	0.00161191916688163	0.999854698195905	4	46	embryonic skeletal system development	BP
GO:0060441	0.00162343344998058	0.999918718866856	3	21	epithelial tube branching involved in lung morphogenesis	BP
GO:0000122	0.0016667403585741	0.999290430604471	21	938	negative regulation of transcription by RNA polymerase II	BP
GO:0070192	0.0016754187323461	0.999974775071195	2	7	chromosome organization involved in meiotic cell cycle	BP
GO:0023019	0.00170846876842407	0.999912481366862	3	22	signal transduction involved in regulation of gene expression	BP
GO:0071702	0.00174446222109394	0.999974605349432	2	6	organic substance transport	BP
GO:0006270	0.00176104334568303	0.999908823477465	3	22	DNA replication initiation	BP
GO:0006221	0.00188177742549359	0.999969940694845	2	7	pyrimidine nucleotide biosynthetic process	BP
GO:0008283	0.00203557728946757	0.999588168159365	7	160	cell population proliferation	BP
GO:0003337	0.00205934470917426	0.999967372741945	2	6	mesenchymal to epithelial transition involved in metanephros morphogenesis	BP
GO:0021930	0.00206920739532624	0.999965306482455	2	7	cerebellar granule cell precursor proliferation	BP
GO:0042632	0.00209546685433884	0.999713940167073	5	83	cholesterol homeostasis	BP
GO:0006629	0.00211596876784667	0.99925502635523	14	532	lipid metabolic process	BP
GO:0002320	0.00212841611502476	0.999963796161095	2	7	lymphoid progenitor cell differentiation	BP
GO:0045668	0.00221520224683118	0.999781386386918	4	49	negative regulation of osteoblast differentiation	BP
GO:0048598	0.00224747063856514	0.999872642713454	3	23	embryonic morphogenesis	BP
GO:0014807	0.00230453103570993	0.999959176226063	2	7	regulation of somitogenesis	BP
GO:0060425	0.00234836788315626	0.999863790355125	3	25	lung morphogenesis	BP
GO:0006228	0.00245357961091202	0.999952060826699	2	9	UTP biosynthetic process	BP
GO:0021884	0.00250102249581062	0.999953803165224	2	7	forebrain neuron development	BP
GO:0030307	0.00257487366541134	0.99963087456647	5	87	positive regulation of cell growth	BP
GO:0043588	0.00261189842389086	0.999729972189554	4	50	skin development	BP
GO:0060463	0.00266300826152125	0.999949206244569	2	7	lung lobe morphogenesis	BP
GO:0042490	0.00270112814343083	0.999948102996736	2	7	mechanoreceptor differentiation	BP
GO:0061312	0.00271831734159328	0.999947602874327	2	7	NA	NA
GO:0002474	0.00272465764736685	0.999945388154104	2	8	antigen processing and presentation of peptide antigen via MHC class I	BP
GO:0002476	0.00278534939606103	0.999827277403301	3	27	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	BP
GO:0010629	0.00279229081896393	0.999251299082275	9	264	negative regulation of gene expression	BP
GO:0060536	0.00280066040175222	0.999945184504877	2	7	cartilage morphogenesis	BP
GO:0048856	0.00281625715878531	0.999702133648168	4	52	anatomical structure development	BP
GO:0042493	0.00300872401363894	0.999115028608618	10	328	NA	NA
GO:0006241	0.00309155758006023	0.999930533672325	2	10	CTP biosynthetic process	BP
GO:0006685	0.0031123996039282	0.99993321847508	2	8	sphingomyelin catabolic process	BP
GO:0006544	0.00313789510174731	0.999932389352271	2	8	glycine metabolic process	BP
GO:0048704	0.00361388280068919	0.999589249881952	4	55	embryonic skeletal system morphogenesis	BP
GO:0034551	0.00361459896012392	0.999912007971398	2	10	mitochondrial respiratory chain complex III assembly	BP
GO:0045840	0.00368048053281519	0.999747308857855	3	28	positive regulation of mitotic nuclear division	BP
GO:0046653	0.0038342263718404	0.99990584205911	2	9	tetrahydrofolate metabolic process	BP
GO:0010942	0.00388809746966259	0.999547911095547	4	58	NA	NA
GO:0007517	0.00391642094819688	0.999543364735402	4	59	muscle organ development	BP
GO:0021537	0.00406645212642224	0.999709934195804	3	29	telencephalon development	BP
GO:0016125	0.00433826975720978	0.999886481143218	2	9	sterol metabolic process	BP
GO:0072205	0.00434240906522716	0.99988631706362	2	9	metanephric collecting duct development	BP
GO:0001958	0.00445996799950904	0.999669622503392	3	31	endochondral ossification	BP
GO:0007214	0.0045194980714994	0.999665213770735	3	29	gamma-aminobutyric acid signaling pathway	BP
GO:0061371	0.00451951285262956	0.999879221105425	2	9	determination of heart left/right asymmetry	BP
GO:0001708	0.00456467947298161	0.999659825944637	3	30	cell fate specification	BP
GO:0048702	0.0046810721961643	0.999872620476836	2	9	embryonic neurocranium morphogenesis	BP
GO:0060541	0.00480413271216687	0.999864636287041	2	10	respiratory system development	BP
GO:0008284	0.00489915669437851	0.998103951367011	14	583	positive regulation of cell population proliferation	BP
GO:0048672	0.00516774212069814	0.999848812129932	2	10	positive regulation of collateral sprouting	BP
GO:0021983	0.00536004923585082	0.999574992977363	3	32	pituitary gland development	BP
GO:0003198	0.00546936303737456	0.999832406179442	2	11	epithelial to mesenchymal transition involved in endocardial cushion formation	BP
GO:2000678	0.00572070559046421	0.999820592302585	2	11	negative regulation of transcription regulatory region DNA binding	BP
GO:0007171	0.00591824531012275	0.999814301022445	2	10	activation of transmembrane receptor protein tyrosine kinase activity	BP
GO:0035115	0.00594832977234771	0.999510334581382	3	32	embryonic forelimb morphogenesis	BP
GO:0070327	0.00606238897271667	0.999804093557287	2	11	thyroid hormone transport	BP
GO:0003139	0.00622466500456279	0.999796084209474	2	11	secondary heart field specification	BP
GO:0001759	0.00661901153672848	0.99977305006706	2	12	organ induction	BP
GO:0085029	0.00663169927821697	0.999775513527252	2	11	extracellular matrix assembly	BP
GO:0055007	0.00671649857077399	0.999420093026181	3	34	cardiac muscle cell differentiation	BP
GO:0001823	0.00674801373892974	0.999766304279271	2	12	mesonephros development	BP
GO:0051246	0.0067614437394938	0.99976881431353	2	11	regulation of protein metabolic process	BP
GO:0045666	0.00685181656030744	0.998757276878497	5	105	positive regulation of neuron differentiation	BP
GO:0097192	0.0068587453410882	0.999400357581437	3	37	extrinsic apoptotic signaling pathway in absence of ligand	BP
GO:0060070	0.00700797142412157	0.999032174777256	4	67	canonical Wnt signaling pathway	BP
GO:1990314	0.00742543108972629	0.999729779779414	2	12	cellular response to insulin-like growth factor stimulus	BP
GO:1904803	0.00745771711580115	1	1	1	regulation of translation involved in cellular response to UV	BP
GO:0070306	0.00758960567228982	0.999717440651483	2	13	lens fiber cell differentiation	BP
GO:0034504	0.00759425440050298	0.999310089539428	3	38	protein localization to nucleus	BP
GO:0043388	0.00759584056657056	0.999310897103006	3	37	positive regulation of DNA binding	BP
GO:0001569	0.00759676298629428	0.999312968446424	3	35	branching involved in blood vessel morphogenesis	BP
GO:0071529	0.00768052666490078	1	1	1	cementum mineralization	BP
GO:1904556	0.00775381979127578	1	1	1	L-tryptophan transmembrane transport	BP
GO:0016446	0.00783600690878161	0.999706765058995	2	12	somatic hypermutation of immunoglobulin genes	BP
GO:0001656	0.00792476085166285	0.999271028053731	3	36	metanephros development	BP
GO:0006253	0.0080745120559968	1	1	1	dCTP catabolic process	BP
GO:0018272	0.0081016565258896	1	1	1	protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine	BP
GO:0044524	0.0081016565258896	1	1	1	protein sulfhydration	BP
GO:1904831	0.0081016565258896	1	1	1	positive regulation of aortic smooth muscle cell differentiation	BP
GO:0050679	0.00814080962403971	0.99882303350243	4	73	positive regulation of epithelial cell proliferation	BP
GO:0007399	0.00818796827420747	0.997049798075897	11	412	nervous system development	BP
GO:0021794	0.0082862376640879	0.999680788939613	2	12	thalamus development	BP
GO:0038180	0.00837810539346418	0.999675395393981	2	12	nerve growth factor signaling pathway	BP
GO:0009888	0.00847070110407616	0.999201693244883	3	36	tissue development	BP
GO:0043433	0.00847127629364505	0.998760109521937	4	75	negative regulation of DNA-binding transcription factor activity	BP
GO:1901215	0.00871525592559137	0.998713933515833	4	75	NA	NA
GO:0033574	0.00871693690875676	0.999164127009163	3	41	response to testosterone	BP
GO:0009262	0.00877680383146417	1	1	1	deoxyribonucleotide metabolic process	BP
GO:0007267	0.00886961339838915	0.998685641313922	4	73	cell-cell signaling	BP
GO:0048863	0.00888310754560014	0.99914336662217	3	40	stem cell differentiation	BP
GO:0010585	0.00898132075310994	1	1	1	glutamine secretion	BP
GO:1903803	0.00898132075310994	1	1	1	L-glutamine import across plasma membrane	BP
GO:0002368	0.00902896116858603	1	1	1	B cell cytokine production	BP
GO:0034514	0.00902896116858603	1	1	1	mitochondrial unfolded protein response	BP
GO:0048291	0.00902896116858603	1	1	1	isotype switching to IgG isotypes	BP
GO:0060041	0.00905729913288898	0.998649116776061	4	74	retina development in camera-type eye	BP
GO:0043010	0.00911843079349487	0.998638550941016	4	72	camera-type eye development	BP
GO:1903920	0.0092381368842603	1	1	1	positive regulation of actin filament severing	BP
GO:0014075	0.00949421980027399	0.999599081563598	2	14	response to amine	BP
GO:1903612	0.00955847868882788	1	1	1	positive regulation of calcium-dependent ATPase activity	BP
GO:0032423	0.00984210950874483	1	1	1	regulation of mismatch repair	BP
GO:2000679	0.00990837909223667	0.999568657012611	2	15	positive regulation of transcription regulatory region DNA binding	BP
GO:0060021	0.0100111302666229	0.998463002120248	4	74	roof of mouth development	BP
GO:0140329	0.0103510848387224	1	1	1	lysophospholipid translocation	BP
GO:0150172	0.0103510848387224	1	1	1	regulation of phosphatidylcholine metabolic process	BP
GO:0150175	0.0103510848387224	1	1	1	regulation of phosphatidylethanolamine metabolic process	BP
GO:0150178	0.0103510848387224	1	1	1	regulation of phosphatidylserine metabolic process	BP
GO:0048812	0.0104475859993728	0.998376716117707	4	73	neuron projection morphogenesis	BP
GO:0051781	0.0107284946525232	0.998887573007321	3	43	positive regulation of cell division	BP
GO:0014896	0.010813282216091	1	1	1	muscle hypertrophy	BP
GO:0060283	0.010813282216091	1	1	1	negative regulation of oocyte development	BP
GO:1904075	0.010813282216091	1	1	1	positive regulation of trophectodermal cell proliferation	BP
GO:0043524	0.0108981005239734	0.997352929453591	6	167	negative regulation of neuron apoptotic process	BP
GO:0008209	0.0108998409546593	0.999497752671536	2	16	androgen metabolic process	BP
GO:0001657	0.0109261955799679	0.99886203990129	3	41	ureteric bud development	BP
GO:0006921	0.0109548051245912	1	1	1	cellular component disassembly involved in execution phase of apoptosis	BP
GO:1904708	0.0109548051245912	1	1	1	regulation of granulosa cell apoptotic process	BP
GO:0021754	0.0109579058747659	1	1	1	facial nucleus development	BP
GO:0003180	0.0112539998268688	0.999472702133946	2	16	aortic valve morphogenesis	BP
GO:0070373	0.0112744167042887	0.998204709739482	4	79	negative regulation of ERK1 and ERK2 cascade	BP
GO:0044092	0.0112788593965587	1	1	1	negative regulation of molecular function	BP
GO:2000793	0.0112788593965587	1	1	1	cell proliferation involved in heart valve development	BP
GO:2000802	0.0112788593965587	1	1	1	positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation	BP
GO:0007500	0.0113037476855166	1	1	1	mesodermal cell fate determination	BP
GO:0048392	0.0113037476855166	1	1	1	intermediate mesodermal cell differentiation	BP
GO:0055020	0.0113037476855166	1	1	1	positive regulation of cardiac muscle fiber development	BP
GO:0060503	0.0113037476855166	1	1	1	bud dilation involved in lung branching	BP
GO:0060592	0.0113037476855166	1	1	1	mammary gland formation	BP
GO:0061149	0.0113037476855166	1	1	1	NA	NA
GO:0061151	0.0113037476855166	1	1	1	NA	NA
GO:0061155	0.0113037476855166	1	1	1	pulmonary artery endothelial tube morphogenesis	BP
GO:0071893	0.0113037476855166	1	1	1	NA	NA
GO:0072097	0.0113037476855166	1	1	1	NA	NA
GO:0072101	0.0113037476855166	1	1	1	NA	NA
GO:0072192	0.0113037476855166	1	1	1	ureter epithelial cell differentiation	BP
GO:0072198	0.0113037476855166	1	1	1	mesenchymal cell proliferation involved in ureter development	BP
GO:0072200	0.0113037476855166	1	1	1	negative regulation of mesenchymal cell proliferation involved in ureter development	BP
GO:0090194	0.0113037476855166	1	1	1	negative regulation of glomerulus development	BP
GO:1901964	0.0113037476855166	1	1	1	positive regulation of cell proliferation involved in outflow tract morphogenesis	BP
GO:2000005	0.0113037476855166	1	1	1	negative regulation of metanephric S-shaped body morphogenesis	BP
GO:2000007	0.0113037476855166	1	1	1	negative regulation of metanephric comma-shaped body morphogenesis	BP
GO:2000137	0.0113037476855166	1	1	1	negative regulation of cell proliferation involved in heart morphogenesis	BP
GO:2001012	0.0113037476855166	1	1	1	mesenchymal cell differentiation involved in renal system development	BP
GO:1990697	0.0114234372320237	1	1	1	protein depalmitoleylation	BP
GO:0097510	0.0114363518105566	1	1	1	base-excision repair, AP site formation via deaminated base removal	BP
GO:0061051	0.0114784541734099	0.999464833370261	2	14	positive regulation of cell growth involved in cardiac muscle cell development	BP
GO:0003144	0.0115206418209905	1	1	1	embryonic heart tube formation	BP
GO:2000057	0.0116177873186828	1	1	1	NA	NA
GO:0060048	0.0118525619986988	0.998721333637892	3	46	cardiac muscle contraction	BP
GO:0048712	0.0119177569052844	0.999428673573587	2	15	negative regulation of astrocyte differentiation	BP
GO:0032196	0.0119547732874686	1	1	1	transposition	BP
GO:0098038	0.0119547732874686	1	1	1	non-replicative DNA transposition	BP
GO:0016104	0.0119735670771583	1	1	1	triterpenoid biosynthetic process	BP
GO:2000287	0.012006575178809	1	1	1	positive regulation of myotome development	BP
GO:1904716	0.0120304556163616	1	1	1	positive regulation of chaperone-mediated autophagy	BP
GO:0046520	0.0121153920923477	1	1	1	sphingoid biosynthetic process	BP
GO:0019056	0.0121847879378864	1	1	1	NA	NA
GO:0021541	0.0122143617473182	1	1	1	ammon gyrus development	BP
GO:0007502	0.0122482916792253	1	1	1	digestive tract mesoderm development	BP
GO:0021924	0.0122482916792253	1	1	1	cell proliferation in external granule layer	BP
GO:0022006	0.0122482916792253	1	1	1	zona limitans intrathalamica formation	BP
GO:0060458	0.0122482916792253	1	1	1	right lung development	BP
GO:0060459	0.0122482916792253	1	1	1	left lung development	BP
GO:0060516	0.0122482916792253	1	1	1	primary prostatic bud elongation	BP
GO:0060782	0.0122482916792253	1	1	1	regulation of mesenchymal cell proliferation involved in prostate gland development	BP
GO:0060783	0.0122482916792253	1	1	1	mesenchymal smoothened signaling pathway involved in prostate gland development	BP
GO:0061189	0.0122482916792253	1	1	1	positive regulation of sclerotome development	BP
GO:1905327	0.0122482916792253	1	1	1	tracheoesophageal septum formation	BP
GO:2000062	0.0122482916792253	1	1	1	negative regulation of ureter smooth muscle cell differentiation	BP
GO:2000063	0.0122482916792253	1	1	1	positive regulation of ureter smooth muscle cell differentiation	BP
GO:2000357	0.0122482916792253	1	1	1	negative regulation of kidney smooth muscle cell differentiation	BP
GO:2000358	0.0122482916792253	1	1	1	positive regulation of kidney smooth muscle cell differentiation	BP
GO:0008299	0.0122486643720104	0.999400110161703	2	16	isoprenoid biosynthetic process	BP
GO:0070862	0.0122513937452808	1	1	1	negative regulation of protein exit from endoplasmic reticulum	BP
GO:1901303	0.0122513937452808	1	1	1	negative regulation of cargo loading into COPII-coated vesicle	BP
GO:0015942	0.0126200123116179	1	1	1	formate metabolic process	BP
GO:0055085	0.0126292697931758	0.994719911329794	13	559	transmembrane transport	BP
GO:0051715	0.0126479972700631	1	1	1	cytolysis in another organism	BP
GO:0036255	0.0126516274962233	1	1	1	response to methylamine	BP
GO:1903442	0.0126516274962233	1	1	1	response to lipoic acid	BP
GO:0010983	0.0126577335957118	1	1	1	positive regulation of high-density lipoprotein particle clearance	BP
GO:0099083	0.0126776860570398	1	1	1	retrograde trans-synaptic signaling by neuropeptide, modulating synaptic transmission	BP
GO:0010718	0.0126891564540087	0.99859756578208	3	45	positive regulation of epithelial to mesenchymal transition	BP
GO:0048869	0.012695433990114	1	1	1	cellular developmental process	BP
GO:1990654	0.012695433990114	1	1	1	sebum secreting cell proliferation	BP
GO:0090291	0.0127116240170989	1	1	1	negative regulation of osteoclast proliferation	BP
GO:1901231	0.0127191100823284	1	1	1	NA	NA
GO:1901233	0.0127191100823284	1	1	1	negative regulation of convergent extension involved in axis elongation	BP
GO:0090500	0.0127224580027827	1	1	1	endocardial cushion to mesenchymal transition	BP
GO:0031549	0.0127390349282861	1	1	1	negative regulation of brain-derived neurotrophic factor receptor signaling pathway	BP
GO:0015774	0.0128224655310737	1	1	1	polysaccharide transport	BP
GO:1900125	0.0128224655310737	1	1	1	regulation of hyaluronan biosynthetic process	BP
GO:0010867	0.0128758381252702	0.999352683017655	2	16	positive regulation of triglyceride biosynthetic process	BP
GO:0033029	0.012922819875158	1	1	1	regulation of neutrophil apoptotic process	BP
GO:0048021	0.012922819875158	1	1	1	regulation of melanin biosynthetic process	BP
GO:1901494	0.012922819875158	1	1	1	regulation of cysteine metabolic process	BP
GO:1903786	0.012922819875158	1	1	1	regulation of glutathione biosynthetic process	BP
GO:2000211	0.012922819875158	1	1	1	regulation of glutamate metabolic process	BP
GO:0006355	0.0131434993154267	0.992865699221318	25	1414	regulation of DNA-templated transcription	BP
GO:1990090	0.0132550586058982	0.998512697881235	3	44	cellular response to nerve growth factor stimulus	BP
GO:0006541	0.0137513670370163	0.999276069841805	2	18	glutamine metabolic process	BP
GO:0006165	0.0138930083472705	0.999261127659023	2	19	NA	NA
GO:0006821	0.0140468358234047	0.997612826381239	4	81	chloride transport	BP
GO:0009953	0.0141452925719865	0.998372521380867	3	45	dorsal/ventral pattern formation	BP
GO:0030900	0.014176120364226	0.997585194541042	4	80	forebrain development	BP
GO:0006836	0.0143167610023969	0.998348783590962	3	43	neurotransmitter transport	BP
GO:0051932	0.0149260991890379	0.999184077284654	2	17	synaptic transmission, GABAergic	BP
GO:0030182	0.0150362827089678	0.996081234146084	6	176	neuron differentiation	BP
GO:0045445	0.0150451018283271	0.999174129446652	2	17	myoblast differentiation	BP
GO:0060173	0.015216768944434	0.998199423612431	3	46	limb development	BP
GO:0048745	0.0152345356884014	0.999158206982428	2	17	smooth muscle tissue development	BP
GO:0021766	0.0156945770090265	0.997240415516823	4	85	hippocampus development	BP
GO:0040030	0.015787763820691	0.999937477435495	1	2	NA	NA
GO:0017144	0.0161251496553964	0.999076963793617	2	18	NA	NA
GO:0045190	0.0164964731641104	0.999044307948699	2	18	isotype switching	BP
GO:0001755	0.0167725322514127	0.997940167224858	3	47	neural crest cell migration	BP
GO:0019343	0.016943702430146	0.999927944444274	1	2	cysteine biosynthetic process via cystathionine	BP
GO:0060707	0.0169491366269309	0.999003961774992	2	18	trophoblast giant cell differentiation	BP
GO:0030111	0.0173848437235695	0.998964575620158	2	18	regulation of Wnt signaling pathway	BP
GO:0045597	0.0175554780830945	0.997801504062704	3	50	positive regulation of cell differentiation	BP
GO:0009792	0.0175584766006666	0.998948730529997	2	18	embryo development ending in birth or egg hatching	BP
GO:0044210	0.0175679405780745	0.999922512703222	1	2	'de novo' CTP biosynthetic process	BP
GO:0050804	0.0176908212909132	0.99677683510395	4	85	modulation of chemical synaptic transmission	BP
GO:0045600	0.0177793216496882	0.997764657136091	3	49	positive regulation of fat cell differentiation	BP
GO:0070602	0.0183991108837105	0.99991497115616	1	2	regulation of centromeric sister chromatid cohesion	BP
GO:0002026	0.0184511527225476	0.998851255482595	2	21	regulation of the force of heart contraction	BP
GO:0036342	0.0184907547625833	0.998856774579174	2	19	post-anal tail morphogenesis	BP
GO:0051977	0.0186333330242062	0.999912782123784	1	2	lysophospholipid transport	BP
GO:0060768	0.0186719653227874	0.999912418369375	1	2	regulation of epithelial cell proliferation involved in prostate gland development	BP
GO:0019510	0.0189832334312299	0.999909459640567	1	2	S-adenosylhomocysteine catabolic process	BP
GO:1902167	0.019004716841845	0.999909253601328	1	2	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP
GO:0036316	0.0191068107967448	0.999908271225147	1	2	SREBP-SCAP complex retention in endoplasmic reticulum	BP
GO:0000188	0.0191490041087639	0.99879395588452	2	19	NA	NA
GO:0001756	0.0192695611102635	0.997497400369811	3	52	somitogenesis	BP
GO:1902164	0.0193313077650895	0.999906092269014	1	2	positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	BP
GO:0060900	0.0194672510667145	0.999904760253513	1	2	embryonic camera-type eye formation	BP
GO:0031943	0.0195327445357528	0.999904115146209	1	2	regulation of glucocorticoid metabolic process	BP
GO:0071397	0.0197036751250321	0.998740107072793	2	19	cellular response to cholesterol	BP
GO:0015823	0.0199078786986833	0.999900377713372	1	2	phenylalanine transport	BP
GO:0007623	0.0201717674897768	0.996168190216794	4	94	circadian rhythm	BP
GO:0009081	0.0202300790111061	0.999897110026796	1	2	branched-chain amino acid metabolic process	BP
GO:0009082	0.0202300790111061	0.999897110026796	1	2	branched-chain amino acid biosynthetic process	BP
GO:0009098	0.0202300790111061	0.999897110026796	1	2	leucine biosynthetic process	BP
GO:0055026	0.0203095931678782	0.999896295415025	1	2	negative regulation of cardiac muscle tissue development	BP
GO:0001829	0.0203326101886184	0.998672417365779	2	20	trophectodermal cell differentiation	BP
GO:2000729	0.0203866379226544	0.9998955030061	1	2	positive regulation of mesenchymal cell proliferation involved in ureter development	BP
GO:0019518	0.0204260125750595	0.999895096859308	1	2	L-threonine catabolic process to glycine	BP
GO:0007548	0.0205815616347525	0.998642282674733	2	21	sex differentiation	BP
GO:2000777	0.0206084792371011	0.999893204336537	1	2	positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia	BP
GO:0007130	0.0206561074409264	0.998634748958444	2	21	synaptonemal complex assembly	BP
GO:0006864	0.0206729601925896	0.999892531459104	1	2	pyrimidine nucleotide transport	BP
GO:1990519	0.0206729601925896	0.999892531459104	1	2	pyrimidine nucleotide import into mitochondrion	BP
GO:0060916	0.0207845927344225	0.999891361492336	1	2	mesenchymal cell proliferation involved in lung development	BP
GO:1901341	0.020792036516122	0.999891283250002	1	2	positive regulation of store-operated calcium channel activity	BP
GO:0031930	0.0208737467782509	0.999890422514086	1	2	mitochondria-nucleus signaling pathway	BP
GO:0009887	0.0209620899809794	0.994960780730575	5	140	animal organ morphogenesis	BP
GO:1903919	0.0210397263028615	0.999888663524452	1	2	negative regulation of actin filament severing	BP
GO:1900006	0.0210816221882132	0.998602776921234	2	19	positive regulation of dendrite development	BP
